id,name,date_of_birth,height,weight,spike,block,link
108,Melanie Guadalupe Parra Quintero,12/09/2002,176,50,249,242,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/melanie-guadalupe-parra-quintero?id=73447
109,Yadhira Anchante,19/11/2002,178,59,286,290,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/yadhira-anchante?id=73326
110,Carolina Takahashi Omote,18/09/2002,177,68,281,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/carolina-takahashi-omote?id=73341
111,Claudia Palza,04/07/2001,183,71,288,280,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/claudia-palza?id=73338
112,Ariana Arciniega,14/09/2000,179,75,280,285,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/ariana-arciniega?id=73327
113,Aixa Vigil,23/09/2001,180,65,284,295,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/aixa-vigil?id=73343
114,Janelly Sarita Ceopa Dongo,30/03/2002,175,65,285,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/janelly-sarita-ceopa-dongo?id=73329
115,Flavia Montes,22/11/2000,187,60,295,290,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/flavia-montes?id=73335
116,Giulia Montalbetti,17/05/2001,182,82,290,276,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/giulia-montalbetti?id=73334
117,Camila Nicolle Perez Rivas,02/09/2002,180,60,291,275,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/camila-nicolle-perez-rivas?id=73339
118,Kiara Montes,13/01/2001,176,68,282,293,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/kiara-montes?id=73336
119,Andrea Francesca Calderon Rios,02/10/2002,164,60,265,250,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/andrea-francesca-calderon-rios?id=73328
120,Yohmara Rivera Guerrero,19/03/2002,178,75,285,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/yohmara-rivera-guerrero?id=73340
121,Varvara Shepeleva,07/08/2001,181,68,295,280,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/varvara-shepeleva?id=72999
122,Alexandra Borisova,20/06/2001,188,84,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/alexandra-borisova?id=72994
123,Eseniia Mishagina,12/01/2001,178,64,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/eseniia-mishagina?id=73094
124,Viktoriia Pushina,09/03/2000,197,88,310,302,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/viktoriia-pushina?id=72997
125,Olga Zvereva,05/03/2000,186,74,290,281,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/olga-zvereva?id=73003
126,Ekaterina Pipunyrova,10/02/2000,188,69,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/ekaterina-pipunyrova?id=72996
127,Veronika Rasputnaia,29/08/2001,177,71,295,285,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/veronika-rasputnaia?id=72998
128,Yulia Brovkina,31/05/2001,196,70,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/yulia-brovkina?id=72995
129,Polina Shemanova,21/01/2001,182,55,296,290,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/polina-shemanova?id=74765
130,Valeriya Shevchuk,19/02/2001,182,60,302,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/valeriya-shevchuk?id=73000
131,Elizaveta Fitisova,21/09/2001,187,66,305,295,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/elizaveta-fitisova?id=73091
132,Oxana Yakushina,24/01/2001,191,73,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/oxana-yakushina?id=73002
133,Clementine Kayitesi,01/01/2001,172,60,265,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/clementine-kayitesi?id=73722
134,Fiellette Uzamukunda,15/02/2000,174,60,255,240,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/fiellette-uzamukunda?id=73733
135,Charlotte Mushimiyimana,01/01/2002,167,58,255,245,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/charlotte-mushimiyimana?id=73726
136,Iris Ndagijimana,03/07/2000,178,63,265,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/iris-ndagijimana?id=73727
137,Albertine Uwiringiyimana,07/07/2003,182,59,281,256,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/albertine-uwiringiyimana?id=73870
138,Donatha Musabyemaliya,01/01/2000,184,65,270,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/donatha-musabyemaliya?id=73724
139,Penelope Musabyimana,01/02/2001,173,64,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/penelope-musabyimana?id=73725
140,Francoise Yankurije,19/12/2000,184,66,280,260,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/francoise-yankurije?id=73735
141,Munezero Valentine,07/01/2000,182,65,280,260,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/munezero-valentine?id=73734
142,Olive Nzamukosha,03/07/2000,173,60,270,250,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/olive-nzamukosha?id=73729
143,Zulfati Teta,14/01/2000,187,70,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/zulfati-teta?id=73730
144,Kellia Umutoni,14/04/2001,190,71,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/kellia-umutoni?id=73731
145,Bojana Gocanin,25/09/2002,179,66,286,276,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/bojana-gocanin?id=73262
146,Isidora Rodic,27/01/2001,185,77,298,289,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/isidora-rodic?id=73270
147,Vanja Savic,13/05/2002,188,73,306,295,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/vanja-savic?id=73316
148,Tara Taubner,11/01/2002,188,75,310,305,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/tara-taubner?id=73318
149,Rada Perovic,13/04/2001,182,74,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/rada-perovic?id=73269
150,Miljana Glusac,03/09/2000,186,72,295,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/miljana-glusac?id=73261
151,Milica Milunovic,27/02/2001,184,65,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/milica-milunovic?id=73266
152,Jovana Mirosavljevic,16/01/2000,183,68,290,281,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/jovana-mirosavljevic?id=73267
153,Ana-Marija Jonjev,01/01/2000,178,65,275,268,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/ana-marija-jonjev?id=73263
154,Veronika Djokic,27/08/2001,187,74,298,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/veronika-djokic?id=73260
155,Jovana Cvetkovic,25/03/2002,186,68,298,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/jovana-cvetkovic?id=73314
156,Ana Pejicic,05/11/2000,190,69,299,288,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/ana-pejicic?id=73268
157,Brooke Nuneviller,25/01/2000,180,73,297,282,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/brooke-nuneviller?id=73275
158,Amelia Tuaniga,21/12/2001,175,82,295,279,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/amelia-tuaniga?id=73278
159,Azhani Tealer,06/01/2001,178,84,297,282,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/azhani-tealer?id=73309
160,Logan Eggleston,13/11/2000,185,87,318,300,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/logan-eggleston?id=73272
161,Jenna Wenaas,28/06/2001,185,73,287,277,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/jenna-wenaas?id=73310
162,Skylar Fields,17/02/2001,188,79,318,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/skylar-fields?id=73273
163,Molly Phillips,31/01/2001,188,77,307,297,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/molly-phillips?id=73276
164,Ella Powell,19/07/2000,188,66,297,290,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/ella-powell?id=73277
165,Katherine Clark,07/01/2000,191,79,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/katherine-clark?id=73300
166,Anna Dixon,21/08/2000,191,82,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/anna-dixon?id=73301
167,Kendall Kipp,12/12/2000,198,84,323,307,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/kendall-kipp?id=73274
168,Heather Gneiting,12/05/2000,198,88,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/heather-gneiting?id=73302
