id,name,date_of_birth,height,weight,spike,block,link
1,Erica Adachi,27/02/1988,173,68,2900,2800/,VB_PlayerDB.asp?No=115946
2,Camila Brait,28/10/1988,170,58,271,256/,VB_PlayerDB.asp?No=119241
3,Camila Monteiro,17/01/1988,182,65,3120,2900/,VB_PlayerDB.asp?No=115945
4,Betina Schmidt,01/04/1989,185,68,3000,2950/,VB_PlayerDB.asp?No=115944
5,Silvana Papini,27/01/1988,178,65,295,284/,VB_PlayerDB.asp?No=115957
6,Priscila Daroit,10/08/1988,182,74,290,280/,VB_PlayerDB.asp?No=115970
7,Natalia Pereira,04/04/1989,186,83,311,295/,VB_PlayerDB.asp?No=115952
8,Amanda Francisco,16/08/1988,180,62,304,286/,VB_PlayerDB.asp?No=115940
9,Renata Maggioni,21/04/1988,189,67,3100,2900/,VB_PlayerDB.asp?No=115956
10,Maria de Lourdes Silva,04/05/1989,194,92,3160,3010/,VB_PlayerDB.asp?No=115948
11,Tandara Caixeta,30/10/1988,184,87,305,297/,VB_PlayerDB.asp?No=115958
12,Ingrid Felix,16/11/1988,174,63,294,290/,VB_PlayerDB.asp?No=119245
13,Linlin Fan,01/12/1991,190,77,316,301/,VB_PlayerDB.asp?No=116423
14,Xi Xi,14/03/1988,188,65,317,300/,VB_PlayerDB.asp?No=118689
15,Jingsi Shen,03/05/1989,186,75,305,294/,VB_PlayerDB.asp?No=116422
16,Yao Chen,25/09/1988,191,74,315,305/,VB_PlayerDB.asp?No=116421
17,Qian Wang,14/03/1990,174,60,290,285/,VB_PlayerDB.asp?No=116429
18,Xuan Huo,27/01/1988,190,68,312,305/,VB_PlayerDB.asp?No=116426
19,Na Yin,03/02/1988,182,65,313,300/,VB_PlayerDB.asp?No=114515
20,Ni Yan,02/03/1989,192,82,310,300/,VB_PlayerDB.asp?No=114971
21,Chen Wang,29/10/1990,182,70,312,302/,VB_PlayerDB.asp?No=114967
22,Junjing Yang,15/05/1989,190,70,308,300/,VB_PlayerDB.asp?No=118690
23,Yanni Zhao,23/10/1988,187,70,310,305/,VB_PlayerDB.asp?No=118692
24,Hana Cutura,10/03/1988,191,82,308,298/,VB_PlayerDB.asp?No=116370
25,Ana Grbac,23/03/1988,186,64,305,295/,VB_PlayerDB.asp?No=122715
26,Maja Batina,08/11/1989,189,77,305,290/,VB_PlayerDB.asp?No=119160
27,Ivana Kalebic,09/03/1989,186,80,295,290/,VB_PlayerDB.asp?No=116371
28,Jelena Alajbeg,01/10/1989,183,75,310,300/,VB_PlayerDB.asp?No=116385
29,Paola DoÅ¡en,06/01/1988,177,61,290,284/,VB_PlayerDB.asp?No=116365
30,Marina Ljubicic,29/04/1989,188,84,295,290/,VB_PlayerDB.asp?No=119161
31,Danica Uljevic,24/01/1990,189,73,300,295/,VB_PlayerDB.asp?No=119162
32,Simona Usic,04/01/1988,173,64,270,260/,VB_PlayerDB.asp?No=116374
33,Tara Vekic,12/06/1988,181,60,286,275/,VB_PlayerDB.asp?No=116367
34,Matea Ikic,25/05/1989,185,79,290,278/,VB_PlayerDB.asp?No=116366
35,Maja Burazer,20/03/1988,190,74,305,248/,VB_PlayerDB.asp?No=119166
36,Joana Junerys Alvarez Martinez,26/05/1990,190,83,284,299/,VB_PlayerDB.asp?No=119220
37,Yahayra Bautista,05/03/1988,175,55,301,298/,VB_PlayerDB.asp?No=112457
38,Ana Ligia Fabian Hernandez,07/11/1988,179,51,310,305/,VB_PlayerDB.asp?No=115388
39,Ingri Linmairy Carmona Araujo,17/03/1988,180,52,280,300/,VB_PlayerDB.asp?No=119218
40,Yeimy Annee Arias Pineda,21/12/1988,161,70,250,260/,VB_PlayerDB.asp?No=119219
41,Candida Estefany Arias Perez,11/03/1992,194,68,320,315/,VB_PlayerDB.asp?No=119224
42,Solangel Aquino Perez,29/09/1989,183,58,305,300/,VB_PlayerDB.asp?No=115387
43,Yanilsy Altagracia Paniagua,10/10/1989,177,72,281,298/,VB_PlayerDB.asp?No=119233
44,Yeniffer Cristina Ramirez Espinal,17/03/1993,183,67,285,289/,VB_PlayerDB.asp?No=119222
45,Karina Reyes Guzman,11/11/1989,177,70,270,280/,VB_PlayerDB.asp?No=119231
46,Keyla Rachelle Antigua de la Rosa,25/11/1988,190,80,310,303/,VB_PlayerDB.asp?No=115390
47,Alicia Basilenni Moreno Beras,25/04/1992,178,72,272,291/,VB_PlayerDB.asp?No=119227
48,Nahla Abd El Fattah,21/01/1990,174,74,273,265/,VB_PlayerDB.asp?No=116021
49,Samaa Aly,01/01/1989,171,66,277,263/,VB_PlayerDB.asp?No=116153
50,Norhan Rezk,27/01/1991,181,80,289,276/,VB_PlayerDB.asp?No=116156
51,Nermin Abou El Maaty,09/01/1990,178,74,286,270/,VB_PlayerDB.asp?No=116168
52,Nada Nassef,11/11/1990,179,71,291,282/,VB_PlayerDB.asp?No=116145
53,Youmna Abd Elhalim,02/05/1990,172,70,283,266/,VB_PlayerDB.asp?No=116167
54,Salma Badr Eldin,13/08/1988,174,62,294,271/,VB_PlayerDB.asp?No=116165
55,Ola Nosear,15/07/1988,179,71,289,279/,VB_PlayerDB.asp?No=116157
56,Ranna Badawi,14/05/1988,170,65,281,261/,VB_PlayerDB.asp?No=116147
57,Shahd Hussein,08/08/1989,176,66,292,267/,VB_PlayerDB.asp?No=116166
58,Dina El Bitar,16/01/1990,176,73,284,270/,VB_PlayerDB.asp?No=116164
59,Doaa Orfy,01/06/1989,166,68,267,255/,VB_PlayerDB.asp?No=116163
60,Janine VÃ¶lker,19/09/1991,0,0,301,290/,VB_PlayerDB.asp?No=147161
61,Karla Borger,22/11/1988,179,68,300,288/,VB_PlayerDB.asp?No=119108
62,Lisa RÃ¼hl,22/09/1989,178,67,300,280/,VB_PlayerDB.asp?No=119110
63,Sandra Sell,24/02/1989,184,77,306,291/,VB_PlayerDB.asp?No=119107
64,Jule Paul,31/01/1990,181,78,298,284/,VB_PlayerDB.asp?No=119106
65,Mona Kressl,19/09/1990,188,81,307,294/,VB_PlayerDB.asp?No=119115
66,Denise Hanke,31/08/1989,183,73,297,284/,VB_PlayerDB.asp?No=119105
67,Donata Huebert,25/04/1989,174,60,280,265/,VB_PlayerDB.asp?No=119116
68,Jennifer Pettke,29/05/1989,186,71,305,295/,VB_PlayerDB.asp?No=119117
69,Michaela Sabrowske,11/10/1988,186,63,305,295/,VB_PlayerDB.asp?No=119111
70,Sandra Gutsche,12/01/1988,182,65,296,284/,VB_PlayerDB.asp?No=119113
71,Nicole SchrÃ¶ber,28/11/1988,182,70,301,284/,VB_PlayerDB.asp?No=119112
72,Luna Carocci,10/07/1988,174,62,282,262/,VB_PlayerDB.asp?No=115800
73,Alice Lo Cascio,02/10/1988,185,70,303,278/,VB_PlayerDB.asp?No=115804
74,Marilin Strobbe,11/02/1989,189,78,309,300/,VB_PlayerDB.asp?No=115817
75,Stefania Okaka,09/08/1989,184,83,313,288/,VB_PlayerDB.asp?No=118744
76,Manuela Di Crescenzo,21/03/1988,182,63,292,274/,VB_PlayerDB.asp?No=115808
77,Stefania Corna,05/11/1990,190,72,302,280/,VB_PlayerDB.asp?No=115809
78,Costanza Manfredini,16/07/1988,188,67,307,284/,VB_PlayerDB.asp?No=115810
79,Giuseppina Astarita,18/04/1988,182,70,304,280/,VB_PlayerDB.asp?No=115815
80,Lucia Bosetti,09/07/1989,178,63,310,292/,VB_PlayerDB.asp?No=115816
81,Irene Padua,19/02/1989,183,69,300,290/,VB_PlayerDB.asp?No=119199
82,Serena Malvestito,21/08/1988,184,67,307,283/,VB_PlayerDB.asp?No=115818
83,Mizuho Ishida,22/01/1988,174,65,301,286/,VB_PlayerDB.asp?No=119191
84,Koyomi Iwasaki,01/05/1989,175,68,295,280/,VB_PlayerDB.asp?No=119198
85,Miho Watanabe,08/01/1989,166,53,280,265/,VB_PlayerDB.asp?No=119195
86,Keiki Nishiyama,19/10/1988,175,67,295,285/,VB_PlayerDB.asp?No=119193
87,Miku Izuoka,02/07/1989,173,59,292,281/,VB_PlayerDB.asp?No=119196
88,Minami Amazutsumi,08/09/1988,182,77,294,283/,VB_PlayerDB.asp?No=119192
89,Chihiro Kato,22/11/1988,177,60,302,290/,VB_PlayerDB.asp?No=119197
90,Ayumi Hattori,28/07/1988,170,68,290,278/,VB_PlayerDB.asp?No=119206
91,Haruka Sunada,18/04/1988,181,65,300,285/,VB_PlayerDB.asp?No=119205
92,Miho Takahashi,29/11/1988,182,68,295,280/,VB_PlayerDB.asp?No=119194
93,Kyoko Katashita,13/07/1989,158,54,272,258/,VB_PlayerDB.asp?No=119203
94,Nanami Inoue,19/06/1989,179,63,305,280/,VB_PlayerDB.asp?No=119204
95,Michelle Nogueras,05/12/1988,179,58,275,262/,VB_PlayerDB.asp?No=115998
96,Xaimara Colon,11/09/1988,176,62,255,246/,VB_PlayerDB.asp?No=115999
97,Roselly Perez,05/01/1988,185,58,290,283/,VB_PlayerDB.asp?No=115289
98,Yarimar Rosa,20/06/1988,178,62,295,285/,VB_PlayerDB.asp?No=115005
99,Stephanie Enright,15/12/1990,179,56,300,292/,VB_PlayerDB.asp?No=119141
100,Lorraine Aviles,25/06/1990,162,64,305,292/,VB_PlayerDB.asp?No=119142
101,Ana Rosa Luna,16/03/1989,190,71,288,281/,VB_PlayerDB.asp?No=116002
102,Paloma Alvarez,10/09/1989,164,66,300,294/,VB_PlayerDB.asp?No=119143
103,Joyce M. Rivera,12/02/1988,64,171,290,282/,VB_PlayerDB.asp?No=116038
104,Natalia Valentin,12/09/1989,170,61,244,240/,VB_PlayerDB.asp?No=119146
105,Emily Calderon,24/02/1989,64,179,288,276/,VB_PlayerDB.asp?No=116039
106,Loany Torres,11/12/1988,187,79,288,275/,VB_PlayerDB.asp?No=116001
107,Tapaphaipun Chaisri,29/11/1989,168,70,295,276/,VB_PlayerDB.asp?No=118998
108,Marai Kongrom,18/11/1989,180,70,242,236/,VB_PlayerDB.asp?No=119010
109,Phonthip Meechai,02/01/1989,180,66,238,230/,VB_PlayerDB.asp?No=119013
110,Sirintra Srisuma,14/10/1988,174,65,281,266/,VB_PlayerDB.asp?No=117938
111,Patcharee Deesamer,03/02/1989,180,74,306,293/,VB_PlayerDB.asp?No=118997
112,Utaiwan Kaensing,07/09/1988,189,86,310,295/,VB_PlayerDB.asp?No=119005
113,Jaruwan Phudee,03/06/1988,175,55,235,230/,VB_PlayerDB.asp?No=119002
114,Siriporn Sooksen,09/02/1988,180,66,308,292/,VB_PlayerDB.asp?No=119000
115,Em-orn Phanusit,25/03/1988,179,70,302,291/,VB_PlayerDB.asp?No=119012
116,Pornthip Santrong,11/08/1988,178,60,314,295/,VB_PlayerDB.asp?No=118999
117,Youwarak Maha-on,20/06/1989,172,55,231,228/,VB_PlayerDB.asp?No=119011
118,Valeriya Goncharova,03/01/1988,188,66,295,300/,VB_PlayerDB.asp?No=115870
119,Viktoriya Dyedkova,17/06/1988,192,83,310,305/,VB_PlayerDB.asp?No=115869
120,Elina Bezprozvanna,04/06/1989,188,72,310,300/,VB_PlayerDB.asp?No=119230
121,Nadiia Kosylo,29/09/1988,185,70,310,300/,VB_PlayerDB.asp?No=115875
122,Olga Savenchuk,20/05/1988,188,78,315,305/,VB_PlayerDB.asp?No=115282
123,Ol'ga Geyko,04/04/1988,177,63,300,295/,VB_PlayerDB.asp?No=115874
124,Yuliya Lonyuk,19/01/1989,186,68,310,300/,VB_PlayerDB.asp?No=115966
125,Nataliya Goncharova,01/06/1989,194,72,305,300/,VB_PlayerDB.asp?No=115877
126,Olena Chetverikova,19/03/1988,170,60,290,285/,VB_PlayerDB.asp?No=115964
127,Anna Diachenko,18/04/1988,186,65,304,295/,VB_PlayerDB.asp?No=115879
128,Tetyana Mandrazheyeva,23/05/1988,180,55,300,295/,VB_PlayerDB.asp?No=115962
129,Hanna Artiushenko,03/08/1989,187,65,305,300/,VB_PlayerDB.asp?No=119226
130,Taylor Carico,14/06/1988,0,0,309,289/,VB_PlayerDB.asp?No=119174
131,Jennifer Doris,03/11/1988,197,70,320,302/,VB_PlayerDB.asp?No=115850
132,Whitney Dosty,25/02/1988,194,75,317,299/,VB_PlayerDB.asp?No=115849
133,Ashley Engle,26/01/1988,191,73,309,292/,VB_PlayerDB.asp?No=115856
134,Zoe Garrett,16/05/1989,187,73,305,291/,VB_PlayerDB.asp?No=119172
135,Lauren Gibbemeyer,08/09/1988,187,71,307,293/,VB_PlayerDB.asp?No=119170
136,Cassidy Lichtman,25/05/1989,185,68,299,279/,VB_PlayerDB.asp?No=137657
137,Tara Mueller,31/07/1989,182,67,309,285/,VB_PlayerDB.asp?No=119173
138,Kelly Murphy,20/10/1989,188,79,315,307/,VB_PlayerDB.asp?No=119176
139,Kimberlee Roleder,28/11/1989,185,70,309,297/,VB_PlayerDB.asp?No=119177
140,Colleen Ward,04/10/1989,190,71,306,290/,VB_PlayerDB.asp?No=119178
1,Nadira Ait Oumghar,09/10/1994,185,77,281,263,Players.asp?Tourn=WU202013&Team=ALG&No=135594
2,Yasmine Abderrahim,16/04/1999,182,62,290,283,Players.asp?Tourn=WU202013&Team=ALG&No=136728
3,Sara Belhocine,18/09/1994,178,60,272,260,Players.asp?Tourn=WU202013&Team=ALG&No=146590
4,Louiza Bayou,25/05/1994,172,60,285,279,Players.asp?Tourn=WU202013&Team=ALG&No=135596
5,Titem Hani,13/01/1996,161,52,258,245,Players.asp?Tourn=WU202013&Team=ALG&No=142090
6,Sarah Akroun,05/02/1994,176,60,266,253,Players.asp?Tourn=WU202013&Team=ALG&No=133832
7,Chanez Ayadi,08/02/1994,173,59,271,254,Players.asp?Tourn=WU202013&Team=ALG&No=133833
8,Wissem Samia Dali,01/09/1995,174,58,266,260,Players.asp?Tourn=WU202013&Team=ALG&No=135666
9,Nawel Hammouche,25/04/1997,185,66,279,265,Players.asp?Tourn=WU202013&Team=ALG&No=135763
10,Dallal Merwa Achour,03/11/1994,176,60,275,262,Players.asp?Tourn=WU202013&Team=ALG&No=135595
11,Zaidi Amel,03/03/1995,175,58,278,260,Players.asp?Tourn=WU202013&Team=ALG&No=142357
12,Celia Bourihane,22/01/1995,178,56,277,255,Players.asp?Tourn=WU202013&Team=ALG&No=133834
13,Naiane De Almeida Rios,29/11/1994,179,63,276,281,Players.asp?Tourn=WU202013&Team=BRA&No=136890
14,Maira Cipriano Claro,07/03/1995,187,62,300,278,Players.asp?Tourn=WU202013&Team=BRA&No=140414
15,Saraelen Leandro Ferreira Lima,16/04/1994,184,76,302,282,Players.asp?Tourn=WU202013&Team=BRA&No=140415
16,Gabriela Braga Guimaraes,19/05/1994,180,65,305,289,Players.asp?Tourn=WU202013&Team=BRA&No=136896
17,Rosamaria Montibeller,09/04/1994,185,76,291,285,Players.asp?Tourn=WU202013&Team=BRA&No=136897
18,Giovana Gasparini,05/07/1994,172,74,281,264,Players.asp?Tourn=WU202013&Team=BRA&No=140417
19,Valquiria Carboni Dullius,19/08/1994,188,72,288,281,Players.asp?Tourn=WU202013&Team=BRA&No=136899
20,Paula Camila Mohr,23/04/1994,187,69,294,280,Players.asp?Tourn=WU202013&Team=BRA&No=136900
21,Milka MarcÃ­lia Medeiros Silva,18/07/1994,190,75,307,291,Players.asp?Tourn=WU202013&Team=BRA&No=140418
22,Domingas Soares AraÃºjo,09/09/1994,182,82,311,290,Players.asp?Tourn=WU202013&Team=BRA&No=140419
23,Sara Aparecida Dias Da Silva,29/04/1994,185,75,29,301,Players.asp?Tourn=WU202013&Team=BRA&No=136909
24,Daniela GuimarÃ£es,29/07/1994,168,63,274,265,Players.asp?Tourn=WU202013&Team=BRA&No=140420
25,Gergana Dimitrova,28/02/1996,184,71,305,288,Players.asp?Tourn=WU202013&Team=BUL&No=142341
26,Milena Dimova,05/07/1994,189,61,306,295,Players.asp?Tourn=WU202013&Team=BUL&No=142335
27,Ralina Doshkova,07/06/1995,188,64,303,295,Players.asp?Tourn=WU202013&Team=BUL&No=142342
28,Kristiana Petlichka,06/07/1994,183,67,290,278,Players.asp?Tourn=WU202013&Team=BUL&No=142343
29,Simona Dimitrova,17/07/1994,185,82,290,280,Players.asp?Tourn=WU202013&Team=BUL&No=142345
30,Miroslava Paskova,16/02/1996,180,67,299,280,Players.asp?Tourn=WU202013&Team=BUL&No=142347
31,Petya Barakova,18/06/1994,180,76,283,271,Players.asp?Tourn=WU202013&Team=BUL&No=142348
32,Kristina Guncheva,24/03/1994,178,61,282,271,Players.asp?Tourn=WU202013&Team=BUL&No=142373
33,Proletka Ivanova,04/10/1995,182,76,298,285,Players.asp?Tourn=WU202013&Team=BUL&No=142331
34,Mira Todorova,12/04/1994,187,73,312,300,Players.asp?Tourn=WU202013&Team=BUL&No=142337
35,Silvana Chausheva,19/05/1995,188,75,305,290,Players.asp?Tourn=WU202013&Team=BUL&No=142333
36,Zhana Todorova,06/01/1997,170,56,271,255,Players.asp?Tourn=WU202013&Team=BUL&No=142351
37,Ning Wang,14/05/1994,189,60,312,303,Players.asp?Tourn=WU202013&Team=CHN&No=133592
38,Weiwei Li,17/11/1994,190,74,312,310,Players.asp?Tourn=WU202013&Team=CHN&No=124131
39,Yixin Zheng,06/05/1995,187,71,316,307,Players.asp?Tourn=WU202013&Team=CHN&No=135742
40,Fengjiao Wang,25/07/1994,176,66,307,302,Players.asp?Tourn=WU202013&Team=CHN&No=135743
41,Siyu Qin,02/05/1994,184,65,305,300,Players.asp?Tourn=WU202013&Team=CHN&No=142133
42,Fangxu Yang,06/10/1994,190,82,308,300,Players.asp?Tourn=WU202013&Team=CHN&No=123850
43,Meili Song,23/02/1995,186,75,310,300,Players.asp?Tourn=WU202013&Team=CHN&No=142132
44,Ting Zhu,29/11/1994,198,78,327,300,Players.asp?Tourn=WU202013&Team=CHN&No=133588
45,Bei Wu,21/07/1994,182,63,300,295,Players.asp?Tourn=WU202013&Team=CHN&No=133586
46,Xintong Chen,08/04/1994,178,69,297,290,Players.asp?Tourn=WU202013&Team=CHN&No=142135
47,Mengjie Wang,14/11/1995,172,65,289,280,Players.asp?Tourn=WU202013&Team=CHN&No=135745
48,Liuyan Huang,13/06/1994,178,66,297,290,Players.asp?Tourn=WU202013&Team=CHN&No=123835
49,Valeria Lopez,15/05/1995,175,66,276,267,Players.asp?Tourn=WU202013&Team=COL&No=138901
50,Maria Margarita Martinez,19/05/1995,180,77,305,300,Players.asp?Tourn=WU202013&Team=COL&No=142892
51,Silvia Galeano,09/06/1994,178,65,300,295,Players.asp?Tourn=WU202013&Team=COL&No=141514
52,Eileen AcuÃ±a,04/09/1994,178,65,284,274,Players.asp?Tourn=WU202013&Team=COL&No=141515
53,Andrea Estrada,22/06/1995,175,64,299,281,Players.asp?Tourn=WU202013&Team=COL&No=139621
54,Diana Arrechea,14/09/1994,176,67,293,278,Players.asp?Tourn=WU202013&Team=COL&No=138905
55,Danna Paola Escobar Lucumi,25/01/1994,193,105,295,283,Players.asp?Tourn=WU202013&Team=COL&No=134952
56,Ivonne MontaÃ±o,12/11/1995,187,72,302,291,Players.asp?Tourn=WU202013&Team=COL&No=138907
57,Camila Gomez,06/07/1995,160,61,263,260,Players.asp?Tourn=WU202013&Team=COL&No=138909
58,Maria Alejandra Marin,04/11/1995,180,65,295,283,Players.asp?Tourn=WU202013&Team=COL&No=138911
59,Melissa Rangel,16/10/1994,193,75,305,300,Players.asp?Tourn=WU202013&Team=COL&No=138910
60,Angie Katherine Vente Hinestroza,28/10/1995,185,79,310,300,Players.asp?Tourn=WU202013&Team=COL&No=141518
61,Klara Uhlirova,12/05/1996,173,60,286,278,Players.asp?Tourn=WU202013&Team=CZE&No=142303
62,Anna Pospisilova,22/03/1995,179,68,290,280,Players.asp?Tourn=WU202013&Team=CZE&No=142300
63,Klara Melicharova,24/05/1994,185,80,300,290,Players.asp?Tourn=WU202013&Team=CZE&No=137473
64,Lucie Herbockova,02/01/1994,183,67,299,290,Players.asp?Tourn=WU202013&Team=CZE&No=142292
65,Marie Kurkova,20/05/1996,181,75,290,284,Players.asp?Tourn=WU202013&Team=CZE&No=142296
66,Veronika Trnkova,13/10/1995,188,88,314,300,Players.asp?Tourn=WU202013&Team=CZE&No=142302
67,Lucie Kalhousova,14/05/1996,185,80,300,292,Players.asp?Tourn=WU202013&Team=CZE&No=142294
68,Barbora Najbrtova,13/09/1995,187,82,300,290,Players.asp?Tourn=WU202013&Team=CZE&No=142298
69,Katerina Zemanova,01/02/1994,187,85,297,288,Players.asp?Tourn=WU202013&Team=CZE&No=142306
70,Sarka Bouskova,04/07/1995,179,80,294,285,Players.asp?Tourn=WU202013&Team=CZE&No=142289
71,Michaela Mlejnkova,26/07/1996,185,75,305,298,Players.asp?Tourn=WU202013&Team=CZE&No=142297
72,Anna Prokupkova,07/07/1994,172,63,278,269,Players.asp?Tourn=WU202013&Team=CZE&No=142301
73,Jineiry Martinez,03/12/1997,190,68,305,280,Players.asp?Tourn=WU202013&Team=DOM&No=139910
74,Winifer Maria Fernandez Perez,06/01/1995,169,62,270,265,Players.asp?Tourn=WU202013&Team=DOM&No=131956
75,Gaila Ceneida Gonzalez Lopez,25/06/1997,188,73,304,276,Players.asp?Tourn=WU202013&Team=DOM&No=139927
76,Maria Yvett Garcia De La Cruz,04/07/1996,184,71,296,265,Players.asp?Tourn=WU202013&Team=DOM&No=143960
77,Natalia Martinez,25/11/2000,186,71,310,300,Players.asp?Tourn=WU202013&Team=DOM&No=139923
78,Angelica Maria Hinojosa Diaz,10/01/1997,186,72,305,279,Players.asp?Tourn=WU202013&Team=DOM&No=143961
79,Pamela Marie Soriano Olivo,30/06/1995,175,64,290,287,Players.asp?Tourn=WU202013&Team=DOM&No=131958
80,Genesis Semfle Milisde,07/11/1996,184,60,290,271,Players.asp?Tourn=WU202013&Team=DOM&No=139924
81,Yokaty Perez Flores,06/08/1998,178,79,291,257,Players.asp?Tourn=WU202013&Team=DOM&No=139912
82,Celenia  Toribio De Leon,17/07/1994,181,69,290,286,Players.asp?Tourn=WU202013&Team=DOM&No=131957
83,Larysmer Martinez Caro,18/10/1996,174,68,288,258,Players.asp?Tourn=WU202013&Team=DOM&No=139913
84,Brayelin Elizabeth Martinez,11/09/1996,201,83,330,320,Players.asp?Tourn=WU202013&Team=DOM&No=123982
85,Perihan  Eldeeb,28/08/1995,161,63,254,245,Players.asp?Tourn=WU202013&Team=EGY&No=136138
86,Lujien  Sallam,21/06/1994,174,65,270,268,Players.asp?Tourn=WU202013&Team=EGY&No=123936
87,Heidi  Kandiel,01/07/1997,187,68,285,273,Players.asp?Tourn=WU202013&Team=EGY&No=136635
88,Kenzie  Assem,30/04/1994,177,73,276,265,Players.asp?Tourn=WU202013&Team=EGY&No=136003
89,Sondos Ramadan,04/01/1994,176,76,271,260,Players.asp?Tourn=WU202013&Team=EGY&No=142397
90,Aya  Ahmed,27/04/1996,184,69,280,268,Players.asp?Tourn=WU202013&Team=EGY&No=136637
91,Rana  Elgohary,22/12/1994,180,75,284,272,Players.asp?Tourn=WU202013&Team=EGY&No=136002
92,Farida El Askalany,14/02/1995,184,71,295,280,Players.asp?Tourn=WU202013&Team=EGY&No=123663
93,Aya  Elshamy,27/11/1995,186,77,297,279,Players.asp?Tourn=WU202013&Team=EGY&No=136005
94,Mai Moustafa,01/10/1996,175,63,280,269,Players.asp?Tourn=WU202013&Team=EGY&No=136137
95,Sarah Hanafy,15/04/1997,179,80,275,263,Players.asp?Tourn=WU202013&Team=EGY&No=136640
96,Hend Farag,29/09/1997,186,68,277,272,Players.asp?Tourn=WU202013&Team=EGY&No=142404
97,Elena Perinelli,27/06/1995,182,66,299,277,Players.asp?Tourn=WU202013&Team=ITA&No=136697
98,Giulia Carraro,25/07/1994,175,65,293,263,Players.asp?Tourn=WU202013&Team=ITA&No=136703
99,Eleonora Bruno,15/04/1994,180,60,295,258,Players.asp?Tourn=WU202013&Team=ITA&No=136685
100,Ilaria Maruotti,22/02/1994,183,61,306,283,Players.asp?Tourn=WU202013&Team=ITA&No=136698
101,Alessia Fiesoli,25/05/1994,185,62,302,286,Players.asp?Tourn=WU202013&Team=ITA&No=136699
102,Sara Bonifacio,03/07/1996,188,75,328,310,Players.asp?Tourn=WU202013&Team=ITA&No=142391
103,Cristina Chirichella,10/02/1994,194,79,322,306,Players.asp?Tourn=WU202013&Team=ITA&No=136690
104,Laura Melandri,31/01/1995,184,60,305,236,Players.asp?Tourn=WU202013&Team=ITA&No=136691
105,Anna Nicoletti,03/01/1996,193,86,306,290,Players.asp?Tourn=WU202013&Team=ITA&No=142406
106,Beatrice Parrocchiale,26/12/1995,168,59,286,258,Players.asp?Tourn=WU202013&Team=ITA&No=136689
107,Miryam Fatime Sylla,08/01/1995,184,80,320,240,Players.asp?Tourn=WU202013&Team=ITA&No=136701
108,Chiara Scacchetti,10/12/1995,175,67,290,276,Players.asp?Tourn=WU202013&Team=ITA&No=136683
109,Momoka Oda,28/01/1994,173,72,285,270,Players.asp?Tourn=WU202013&Team=JPN&No=142314
110,Makiko Homma,26/02/1994,178,68,285,280,Players.asp?Tourn=WU202013&Team=JPN&No=142361
111,Misaki Yamauchi,10/03/1995,172,69,306,295,Players.asp?Tourn=WU202013&Team=JPN&No=142362
112,Asuka Nomura,23/07/1994,180,64,304,294,Players.asp?Tourn=WU202013&Team=JPN&No=136503
113,Kasumi Nakaya,08/10/1994,176,68,290,280,Players.asp?Tourn=WU202013&Team=JPN&No=136506
114,Manami Kojima,07/11/1994,158,55,258,256,Players.asp?Tourn=WU202013&Team=JPN&No=142367
115,Aya Horie,16/12/1994,174,66,290,266,Players.asp?Tourn=WU202013&Team=JPN&No=136504
116,Ayaka Hosokawa,30/12/1994,173,64,293,283,Players.asp?Tourn=WU202013&Team=JPN&No=142371
117,Nozomi Itoh,16/02/1995,178,70,306,295,Players.asp?Tourn=WU202013&Team=JPN&No=142363
118,Yuki Yamagami,06/03/1995,171,59,295,290,Players.asp?Tourn=WU202013&Team=JPN&No=142364
119,Sakura Doi,28/03/1995,177,65,292,285,Players.asp?Tourn=WU202013&Team=JPN&No=136508
120,Arisa Inoue,08/05/1995,178,66,300,285,Players.asp?Tourn=WU202013&Team=JPN&No=142372
121,Lizbeth Sainz,14/12/1995,178,55,295,285,Players.asp?Tourn=WU202013&Team=MEX&No=132302
122,Ivone Martinez,02/03/1997,172,56,310,302,Players.asp?Tourn=WU202013&Team=MEX&No=143236
123,Samantha Bricio,22/11/1994,185,58,302,283,Players.asp?Tourn=WU202013&Team=MEX&No=123944
124,Kaomi Solis,06/08/1994,160,56,250,240,Players.asp?Tourn=WU202013&Team=MEX&No=132296
125,Alejandra Isiordia,17/04/1994,184,72,283,274,Players.asp?Tourn=WU202013&Team=MEX&No=123938
126,Jocelyn Urias,16/02/1996,190,65,296,284,Players.asp?Tourn=WU202013&Team=MEX&No=136134
127,Gabriela Zazueta,05/09/1994,173,67,272,264,Players.asp?Tourn=WU202013&Team=MEX&No=140329
128,Fernanda Guitron,07/03/1996,183,78,295,288,Players.asp?Tourn=WU202013&Team=MEX&No=140099
129,Maria Celedon,09/08/1994,174,56,282,268,Players.asp?Tourn=WU202013&Team=MEX&No=132297
130,Patricia Valle,31/05/1996,193,90,305,299,Players.asp?Tourn=WU202013&Team=MEX&No=141574
131,Valeria Gonzalez,27/03/1994,183,54,305,298,Players.asp?Tourn=WU202013&Team=MEX&No=139791
132,Sashiko Sanay,13/05/1995,170,63,280,258,Players.asp?Tourn=WU202013&Team=MEX&No=143233
133,Jummai Bitrus,04/09/1996,167,70,276,244,Players.asp?Tourn=WU202013&Team=NGR&No=137291
134,Mercy Promise,04/08/1994,182,66,297,284,Players.asp?Tourn=WU202013&Team=NGR&No=123516
135,Amarachi Nnebuo,11/11/1994,175,89,276,259,Players.asp?Tourn=WU202013&Team=NGR&No=142815
